AISelect,RemoteWork,EdLevel,YearsCodePro,ConvertedCompYearly,JobSat
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.139114183220038,130395.82221562535,4.0
Yes,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.8519297224489346,56151.22080748425,8.0
Yes,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.975262794001832,101630.8643244397,9.0
Yes,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.448419787298068,98334.32666417676,7.0
Yes,Remote,Primary/elementary school,13.978556693034726,144693.49710593084,5.0
"No, and I don't plan to","Hybrid (some remote, some in-person)",Primary/elementary school,5.875921410913658,89014.55475173808,7.0
Yes,Remote,Primary/elementary school,8.699864464990181,76365.77900895584,9.0
Yes,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.8813748781571613,,9.0
Yes,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.848427974234822,91785.40088528735,8.0
Yes,Remote,Primary/elementary school,7.422997917777411,93555.4176827293,8.0
